match_url,home_prob_softmax
https://www.premierleague.com/match/46649,0.5036549348984096
https://www.premierleague.com/match/46866,0.511028211121915
https://www.premierleague.com/match/46908,0.5135366912240764
https://www.premierleague.com/match/46972,0.5012949971043446
https://www.premierleague.com/match/46829,0.5162567678580946
https://www.premierleague.com/match/46739,0.5080168129141919
https://www.premierleague.com/match/46627,0.503669934093603
https://www.premierleague.com/match/46702,0.48915170273144765
https://www.premierleague.com/match/46833,0.4967850443072184
https://www.premierleague.com/match/46884,0.5093389137776061
https://www.premierleague.com/match/46789,0.5041749029722269
https://www.premierleague.com/match/46757,0.4959750869411006
https://www.premierleague.com/match/46905,0.5004524998764638
https://www.premierleague.com/match/46935,0.49333789429344693
https://www.premierleague.com/match/46801,0.4915932923010833
https://www.premierleague.com/match/46897,0.4978400134368277
https://www.premierleague.com/match/46677,0.4948501821134385
https://www.premierleague.com/match/46683,0.5050898241776497
https://www.premierleague.com/match/46775,0.5074644453877575
https://www.premierleague.com/match/46664,0.497355024672372
https://www.premierleague.com/match/46722,0.49177574182155875
https://www.premierleague.com/match/46611,0.4975300200921012
https://www.premierleague.com/match/46888,0.49939750029161484
https://www.premierleague.com/match/46762,0.4997275000269798
https://www.premierleague.com/match/46776,0.48689550178075647
https://www.premierleague.com/match/46932,0.48506694239809234
https://www.premierleague.com/match/46726,0.500242499980986
https://www.premierleague.com/match/46644,0.5129745866354035
https://www.premierleague.com/match/46696,0.49258054464333967
https://www.premierleague.com/match/46693,0.4912433954181343
https://www.premierleague.com/match/46672,0.4950451622006734
https://www.premierleague.com/match/46893,0.49279799814123354
https://www.premierleague.com/match/46869,0.4923680927870366
https://www.premierleague.com/match/46968,0.5060846996035777
https://www.premierleague.com/match/46618,0.4994275002501871
https://www.premierleague.com/match/46727,0.4840154488706744
https://www.premierleague.com/match/46856,0.49481268612056706
https://www.premierleague.com/match/46758,0.5025874769019584
https://www.premierleague.com/match/46977,0.4919831870858082
https://www.premierleague.com/match/46605,0.5174953546059523
https://www.premierleague.com/match/46685,0.5031199595055267
https://www.premierleague.com/match/46753,0.48682055359432813
